Name                             |TwoHanded|Effect|EffectDescription|isBody|
CandyDispenser                   |unknown|unknown|N/A|false
CandyDispenser_Item              |unknown|unknown|N/A|false
CanpaintItem                     |unknown|unknown|N/A|false
CanteenItem                      |unknown|unknown|N/A|false
capacitor                        |unknown|unknown|N/A|false
capacitor_item                   |unknown|unknown|N/A|false
car_battery                      |unknown|unknown|N/A|false
car_battery_item                 |unknown|unknown|N/A|false
CarbatteryItem                   |unknown|unknown|N/A|false
CardboardBox                     |unknown|unknown|N/A|false
case                             |unknown|unknown|N/A|false
case_item                        |unknown|unknown|N/A|false
CashRegister                     |true|none|N/A|false
cassettecountryroadsitem         |false|none|Can play music when put in a cassette player music when put in a cassette player|false
cassettedangerzoneitem           |false|none|Can play music when put in a cassette player|false
cassettefeliznavidaditem         |false|none|Can play music when put in a cassette player|false
cassetteheartacheitem            |false|none|Can play music when put in a cassette player|false
cassettehounddogitem             |false|none|Can play music when put in a cassette player|false
cassetteineedaheroitem           |false|none|Can play music when put in a cassette player|false
cassetteitsrainingmenitem        |false|none|Can play music when put in a cassette player|false
cassettekletkaitem               |false|none|Can play music when put in a cassette player|false
cassettekonchitsyaitem           |false|none|Can play music when put in a cassette player|false
cassettelastchristmasitem        |false|none|Can play music when put in a cassette player|false
cassettelivinonaprayeritem       |false|none|Can play music when put in a cassette player|false
cassettemammasdontitem           |false|none|Can play music when put in a cassette player|false
cassettemrsquareitem             |false|none|Can play music when put in a cassette player|false
cassettenazareitem               |false|none|Can play music when put in a cassette player|false
cassetteoutoftouchitem           |false|none|Can play music when put in a cassette player|false
CassettePlayerItem               |false|none|Can play music when put in a cassette player|false
cassetteroundaboutitem           |false|none|Can play music when put in a cassette player|false
cassetteshadilayitem             |false|none|Can play music when put in a cassette player|false
cassettesleepwalkitem            |false|none|Can play music when put in a cassette player|false
cassettestayinaliveitem          |false|none|Can play music when put in a cassette player|false
cassettetimeaftertimeitem        |false|none|Can play music when put in a cassette player|false
cassettetotaleclipseitem         |false|none|Can play music when put in a cassette player|false
cassettewhitechristmasitem       |false|none|Can play music when put in a cassette player|false
cassetteworstbanditem            |false|none|Can play music when put in a cassette player|false
cat                              |unknown|unknown|N/A|false
cat_slime                        |unknown|unknown|N/A|false
CatFoodItem                      |unknown|unknown|N/A|false
CatItem                          |unknown|unknown|N/A|false
CaveDwellerBaby                  |unknown|unknown|N/A|false
CaveDwellerBody                  |unknown|unknown|N/A|true
CentipedeBody                    |false|none|N/A|true
ChemicalJug                      |unknown|unknown|N/A|false
chip                             |unknown|unknown|N/A|false
chip_item                        |unknown|unknown|N/A|false
ChipBag                          |unknown|unknown|N/A|false
Chronos                          |unknown|unknown|N/A|false
ClampItem                        |unknown|unknown|N/A|false
clawmachine                      |unknown|unknown|N/A|false
ClaySurgeonBody                  |unknown|unknown|N/A|true
Clipboard                        |unknown|unknown|N/A|false
Clock                            |unknown|unknown|N/A|false
ClockItem                        |unknown|unknown|N/A|false
ClownHorn                        |unknown|unknown|N/A|false
Cog1                             |unknown|unknown|N/A|false
ComedyGoldLCGoldScrapMod         |unknown|unknown|N/A|false
ComedyMask                       |unknown|unknown|N/A|false
compressor                       |unknown|unknown|N/A|false
compressor_item                  |unknown|unknown|N/A|false
control_panel                    |unknown|unknown|N/A|false
control_panel_item               |unknown|unknown|N/A|false
ControlPad                       |unknown|unknown|N/A|false
CookieGoldPanLCGoldScrapMod      |unknown|unknown|N/A|false
CrawlerBody                      |unknown|unknown|N/A|true
CreditsCardGoldScrapShop         |unknown|unknown|N/A|false
Crowbar                          |unknown|unknown|N/A|false
Crowbar_Item                     |unknown|unknown|N/A|false
CuddlyGoldLCGoldScrapMod         |unknown|unknown|N/A|false
Defibrillator                    |unknown|unknown|N/A|false
Defibrillator_Item               |unknown|unknown|N/A|false
Dentures                         |unknown|unknown|N/A|false
diode                            |unknown|unknown|N/A|false
diode_item                       |unknown|unknown|N/A|false
DiyFlashbang                     |unknown|unknown|N/A|false
duck_action                      |unknown|unknown|N/A|false
duck_action_figure               |unknown|unknown|N/A|false
DuckOfGoldLCGoldScrapMod         |unknown|unknown|N/A|false
Dumbbell.prop                    |unknown|unknown|N/A|false
DustPan                          |unknown|unknown|N/A|false
DustPan(Clone)                   |unknown|unknown|N/A|false
DustPan(Clone)(Clone)            |unknown|unknown|N/A|false
EarlGoldLCGoldScrapMod           |unknown|unknown|N/A|false
EasterEgg                        |unknown|unknown|N/A|false
EggBeater                        |unknown|unknown|N/A|false
Emergency Dice Script            |unknown|unknown|N/A|false
EmergencyInjector                |unknown|unknown|N/A|false
EmergencyInjector_Item           |unknown|unknown|N/A|false
EnginePart1                      |unknown|unknown|N/A|false
EnginePart1(Clone)               |unknown|unknown|N/A|false
EnginePart1(Clone)(Clone)        |unknown|unknown|N/A|false
ExtensionLadder                  |unknown|unknown|N/A|false
ExtremelyGoldenCupLCGoldScrapMod |unknown|unknown|N/A|false
fan                              |false|none|N/A|false
fan_item                         |unknown|unknown|N/A|false
FancyCup                         |unknown|unknown|N/A|false
FancyLamp                        |true|good|Provides light when held|false
FancyPainting                    |unknown|unknown|N/A|false
FancyPaintingItem                |true|none|N/A|false
FanItem                          |unknown|unknown|N/A|false
ferret                           |unknown|unknown|N/A|false
ferret_a                         |unknown|unknown|N/A|false
ferret_b                         |unknown|unknown|N/A|false
ferret_c                         |unknown|unknown|N/A|false
FireaxeItem                      |unknown|unknown|N/A|false
FireExt                          |unknown|unknown|N/A|false
FireextinguisherItem             |unknown|unknown|N/A|false
FirehydrantItem                  |unknown|unknown|N/A|false
FishTestProp                     |unknown|unknown|N/A|false
FlashLaserPointer                |unknown|unknown|N/A|false
Flashlight                       |unknown|unknown|N/A|false
Flask                            |unknown|unknown|N/A|false
flip_phone_interactable          |unknown|unknown|N/A|false
flip_phone_interactable_item     |unknown|unknown|N/A|false
floppydisk                       |unknown|unknown|N/A|false
floppydisk_item                  |unknown|unknown|N/A|false
FlowerManBody                    |unknown|unknown|N/A|true
FoodcanItem                      |unknown|unknown|N/A|false
ForestGiantBody                  |unknown|unknown|N/A|true
FrigidCapsule                    |unknown|unknown|N/A|false
FrigidCapsule_Item               |unknown|unknown|N/A|false
gachapon                         |unknown|unknown|N/A|false
gachapon_machine                 |unknown|unknown|N/A|false
GameboyItem                      |unknown|unknown|N/A|false
Gamepad.prop                     |unknown|unknown|N/A|false
GarbageItem                      |unknown|unknown|N/A|false
GarbageLid                       |unknown|unknown|N/A|false
gascan                           |unknown|unknown|N/A|false
gascan_item                      |unknown|unknown|N/A|false
gear_1                           |unknown|unknown|N/A|false
gear_1_item                      |unknown|unknown|N/A|false
gear_2                           |unknown|unknown|N/A|false
gear_2_item                      |unknown|unknown|N/A|false
gear_3                           |unknown|unknown|N/A|false
gear_3_item                      |unknown|unknown|N/A|false
generator                        |unknown|unknown|N/A|false
generator_item                   |unknown|unknown|N/A|false
giant_candy                      |unknown|unknown|N/A|false
giant_candy_corn                 |unknown|unknown|N/A|false
giant_chocolate                  |unknown|unknown|N/A|false
giant_chocolate_bar              |unknown|unknown|N/A|false
giant_gummy                      |unknown|unknown|N/A|false
giant_gummy_bear                 |unknown|unknown|N/A|false
giantgarlic                      |unknown|unknown|N/A|false
GiftBox                          |false|Good|Can be opened to get a random item|false
GirlBody                         |false|none|N/A|true
GloomyCapsule                    |unknown|unknown|N/A|false
GloomyCapsule_Item               |unknown|unknown|N/A|false
glowstickItem(Dropped)           |unknown|unknown|N/A|false
GnomeItem                        |unknown|unknown|N/A|false
GoldAxleLCGoldScrapMod           |unknown|unknown|N/A|false
GoldBar                          |false|none|N/A|false
GoldBeaconLCGoldScrapMod         |unknown|unknown|N/A|false
GoldBirdLCGoldScrapMod           |unknown|unknown|N/A|false
GoldBoltLCGoldScrapMod           |unknown|unknown|N/A|false
GoldCrownGoldScrapShop           |unknown|unknown|N/A|false
GoldenAirhornLCGoldScrapMod      |unknown|unknown|N/A|false
GoldenBellLCGoldScrapMod         |unknown|unknown|N/A|false
GoldenBootsLCGoldScrapMod        |unknown|unknown|N/A|false
goldencheese                     |unknown|unknown|N/A|false
GoldenClockLCGoldScrapMod        |unknown|unknown|N/A|false
GoldenEggbeaterLCGoldScrapMod    |unknown|unknown|N/A|false
GoldenFlaskLCGoldScrapMod        |unknown|unknown|N/A|false
GoldenGirlLCGoldScrapMod         |unknown|unknown|N/A|false
GoldenGlassLCGoldScrapMod        |unknown|unknown|N/A|false
GoldenGloveGoldScrapShop         |unknown|unknown|N/A|false
GoldenGrenadeLCGoldScrapMod      |unknown|unknown|N/A|false
GoldenGruntLCGoldScrapMod        |unknown|unknown|N/A|false
GoldenGuardianLCGoldScrapMod     |unknown|unknown|N/A|false
GoldenHornLCGoldScrapMod         |unknown|unknown|N/A|false
GoldenHourglassGoldScrapShop     |unknown|unknown|N/A|false
GoldenPickaxeGoldScrapShop       |unknown|unknown|N/A|false
GoldenRetrieverLCGoldScrapMod    |unknown|unknown|N/A|false
GoldenTicket                     |unknown|unknown|N/A|false
GoldenTicket_Item                |unknown|unknown|N/A|false
GoldenTicketGoldScrapShop        |unknown|unknown|N/A|false
GoldenVisionLCGoldScrapMod       |unknown|unknown|N/A|false
GolderBarLCGoldScrapMod          |unknown|unknown|N/A|false
GoldfishLCGoldScrapMod           |unknown|unknown|N/A|false
GoldFishPropLCGoldScrapMod       |unknown|unknown|N/A|false
GoldJugLCGoldScrapMod            |unknown|unknown|N/A|false
GoldkeeperLCGoldScrapMod         |unknown|unknown|N/A|false
GoldmineLCGoldScrapMod           |unknown|unknown|N/A|false
GoldMugLCGoldScrapMod            |unknown|unknown|N/A|false
GoldNuggetGoldScrapShop          |unknown|unknown|N/A|false
GoldOreGoldScrapShop             |unknown|unknown|N/A|false
GoldPanLCGoldScrapMod            |unknown|unknown|N/A|false
GoldPerfumeLCGoldScrapMod        |unknown|unknown|N/A|false
GoldPuzzleLCGoldScrapMod         |unknown|unknown|N/A|false
GoldRegisterLCGoldScrapMod       |unknown|unknown|N/A|false
GoldRemoteLCGoldScrapMod         |unknown|unknown|N/A|false
GoldRingLCGoldScrapMod           |unknown|unknown|N/A|false
GoldSignLCGoldScrapMod           |unknown|unknown|N/A|false
GoldSpringLCGoldScrapMod         |unknown|unknown|N/A|false
GoldToyRobotLCGoldScrapMod       |unknown|unknown|N/A|false
GoldTypeEngineLCGoldScrapMod     |unknown|unknown|N/A|false
goob                             |unknown|unknown|N/A|false
goob_heart                       |unknown|unknown|N/A|false
GunAmmo                          |unknown|unknown|N/A|false
Hairdryer                        |unknown|unknown|N/A|false
HammerItem                       |unknown|unknown|N/A|false
Handlamp                         |unknown|unknown|N/A|false
Handlamp_Item                    |unknown|unknown|N/A|false
helmet                           |unknown|unknown|N/A|false
helmet_item 20                   |unknown|unknown|N/A|false
HoarderingBugBody                |true|none|N/A|true
horse                            |unknown|unknown|N/A|false
industrialFlashlightItem         |unknown|unknown|N/A|false
JackInTheGoldLCGoldScrapMod      |unknown|unknown|N/A|false
JacobsLadderLCGoldScrapMod       |unknown|unknown|N/A|false
Jar of dirt.prop                 |unknown|unknown|N/A| false
JarOfGoldPicklesLCGoldScrapMod   |unknown|unknown|N/A| false
JerrycanItem                     |true|none|N/A|false
JesterBody                       |true|None|Requires killing a Jester|true
jet_engine                       |unknown|unknown|N/A|false
jet_engine_item                  |unknown|unknown|N/A|false
Jetpack                          |unknown|unknown|Shop Item|false
Junk food.prop                   |unknown|unknown|N/A|false
Key                              |unknown|unknown|N/A|false
KeyboardItem                     |unknown|unknown|N/A|false
Knife                            |unknown|unknown|N/A|false
LanternItem                      |unknown|unknown|N/A|false
LibrarylampItem                  |unknown|unknown|N/A|false
lightbulb                        |unknown|unknown|N/A|false
lightbulb_item                   |unknown|unknown|N/A|false
Lighter                          |unknown|unknown|N/A|false
lighter                          |unknown|unknown|N/A|false
lighter_item                     |unknown|unknown|N/A|false
LockPicker                       |unknown|unknown|Shop Item|false
Lollipop                         |unknown|unknown|N/A|false
Lollipop_Item                    |unknown|unknown|N/A|false
LungApparatus                    |unknown|unknown|N/A|false
magnet                           |unknown|unknown|N/A|false
magnet_item                      |unknown|unknown|N/A|false
MagnifyingGlass                  |unknown|unknown|N/A|false
ManticoilBody                    |false|none|N/A|true
MapDevice                        |unknown|unknown|N/A|false
MarigoldLCGoldScrapMod           |unknown|unknown|N/A|false
MedicalKit                       |unknown|unknown|N/A|false
MedicalKit_Item                  |unknown|unknown|N/A|false
metal_beam                       |unknown|unknown|N/A|false
metal_beam_item                  |unknown|unknown|N/A|false
metaldisk                        |unknown|unknown|N/A|false
metaldisk_item                   |unknown|unknown|N/A|false
MetalSheet                       |unknown|unknown|N/A|false
missile                          |unknown|unknown|N/A|false
missile_item                     |unknown|unknown|N/A|false
ModdedEnemyPowerLevel1Body       |unknown|unknown|N/A|true
ModdedEnemyPowerLevel2Body       |unknown|unknown|N/A|true
ModdedEnemyPowerLevel3Body       |unknown|unknown|N/A|true
MoldPan                          |unknown|unknown|N/A|false
moneybag                         |unknown|unknown|N/A|false
monitor                          |unknown|unknown|N/A|false
monitor_item                     |unknown|unknown|N/A|false
moth                             |unknown|unknown|N/A|false
moth_padoru                      |unknown|unknown|N/A|false
motor                            |unknown|unknown|N/A|false
motor_item                       |unknown|unknown|N/A|false
mouse                            |unknown|unknown|N/A|false
MouthDogBody                     |unknown|none|N/A|true
Mug                              |unknown|unknown|N/A|false
MysteryDiceItem                  |unknown|unknown|N/A|false
neon_sign                        |unknown|unknown|N/A|false
neon_sign_item                   |unknown|unknown|N/A|false
NutcrackerBody                   |true|none|N/A|true
oildrum                          |unknown|unknown|N/A|false
oildrum_item                     |unknown|unknown|N/A|false
Old chair.prop                   |unknown|unknown|N/A|false
Paddle.prop                      |unknown|unknown|N/A|false
Padlock                          |unknown|unknown|N/A|false
Padlock_Item                     |unknown|unknown|N/A|false
parts_box                        |unknown|unknown|N/A|false
parts_box_item                   |unknown|unknown|N/A|false
Pathblob                         |unknown|unknown|N/A|false
Peppermint                       |unknown|unknown|N/A|false
Peppermint_Item                  |unknown|unknown|N/A|false
Perfect score.prop               |unknown|unknown|N/A|false
PerfumeBottle                    |unknown|unknown|N/A|false
Phone                            |unknown|unknown|N/A|false
PickleJar                        |unknown|unknown|N/A|false
PillBottle                       |unknown|unknown|N/A|false
piston                           |unknown|unknown|N/A|false
piston_item                      |unknown|unknown|N/A|false
pizza                            |unknown|unknown|N/A|false
PjonkEggObj                      |unknown|unknown|N/A|false
PlantItem                        |unknown|unknown|N/A|false
PlasticCup                       |unknown|unknown|N/A|false
PliersItem                       |unknown|unknown|N/A|false
PlungerItem                      |unknown|unknown|N/A|false
PocketWatch                      |unknown|unknown|N/A|false
PocketWatch_Item                 |unknown|unknown|N/A|false
PoolLungApparatus                |unknown|unknown|N/A|false
possum                           |unknown|unknown|N/A|false
proAbandonedFlashlight           |unknown|unknown|N/A|false
ProFlashlight                    |unknown|unknown|N/A|false
propane_tank                     |unknown|unknown|N/A|false
propane_tank_item                |unknown|unknown|N/A|false
PufferBody                       |unknown|unknown|N/A|true
PurifiedMaskLCGoldScrapMod       |unknown|unknown|N/A|false
rabbit_action                    |unknown|unknown|N/A|false
rabbit_action_figure             |unknown|unknown|N/A|false
raccoon                          |unknown|unknown|N/A|false
RadarBooster                     |unknown|unknown|N/A|false
RadioactiveCell                  |unknown|unknown|N/A|false
RadioactiveCell_Item             |false|bad|Damages player when held|false
RadMechBody                      |unknown|unknown|N/A|true
Ragdoll                          |unknown|unknown|N/A|false
Red card.prop                    |unknown|unknown|N/A|false
RedLocustHive                    |unknown|unknown|N/A|false
redpanda                         |unknown|unknown|N/A|false
RedstoneTorch                    |unknown|unknown|N/A|false
Remote                           |unknown|unknown|N/A|false
RetroToyItem                     |unknown|unknown|N/A|false
Ring                             |unknown|unknown|N/A|false
RobotToy                         |unknown|unknown|N/A|false
Rose                             |unknown|unknown|N/A|false
Rose_Item                        |false|bad|Causes Damage|false
RubberDuck                       |unknown|unknown|N/A|false
Rusty                            |unknown|unknown|N/A|false
Sacrificer                       |unknown|unknown|N/A|false
Saint                            |unknown|unknown|N/A|false
SanguineCapsule                  |unknown|unknown|N/A|false
SanguineCapsule_Item             |unknown|unknown|N/A|false
Scissors                         |unknown|unknown|N/A|false
Scissors_Item                    |unknown|unknown|N/A|false
screw_1                          |unknown|unknown|N/A|false
screw_1_item                     |unknown|unknown|N/A|false
screw_2                          |unknown|unknown|N/A|false
screw_2_item                     |unknown|unknown|N/A|false
screw_3                          |unknown|unknown|N/A|false
screw_3_item                     |unknown|unknown|N/A|false
ScrewdriverItem                  |unknown|unknown|N/A|false
Sexy saxophone.prop              |unknown|unknown|N/A|false
ShiftController                  |unknown|unknown|N/A|false
ShiftController_Item             |unknown|unknown|N/A|false
Shotgun                          |unknown|unknown|N/A|false
Shovel                           |unknown|unknown|N/A|false
SinkItem                         |unknown|unknown|N/A|false
SmokingPipeItem                  |unknown|unknown|N/A|false
SoccerBall                       |unknown|unknown|N/A|false
SocketWrenchItem                 |unknown|unknown|N/A|false
SodaCanRed                       |unknown|unknown|N/A|false
SprayPaint                       |unknown|unknown|N/A|false
SpringBody                       |unknown|unknown|N/A|true
SqueakytoyItem                   |unknown|unknown|N/A|false
squirrel                         |unknown|unknown|N/A|false
stator                           |unknown|unknown|N/A|false
stator_item                      |unknown|unknown|N/A|false
SteeringWheel                    |unknown|unknown|N/A|false
StickyNote                       |unknown|unknown|N/A|false
StopSign                         |unknown|unknown|N/A|false
studiocamera                     |unknown|unknown|N/A|false
studiocamera_item                |unknown|unknown|N/A|false
StunGrenade                      |unknown|unknown|N/A|false
SuitcaseItem                     |unknown|unknown|N/A|false
SurfacedDieItem                  |unknown|unknown|N/A|false
taiyaki                          |unknown|unknown|N/A|false
TalkativeGoldBarLCGoldScrapMod   |unknown|unknown|N/A|false
tamago                           |unknown|unknown|N/A|false
tanks                            |unknown|unknown|N/A|false
tanks_item                       |unknown|unknown|N/A|false
tape                             |unknown|unknown|N/A|false
tape_item                        |unknown|unknown|N/A|false
tape_measure                     |unknown|unknown|N/A|false
tape_measure_item                |unknown|unknown|N/A|false
TatteredGoldSheetLCGoldScrapMod  |unknown|unknown|N/A|false
TeaKettle                        |unknown|unknown|N/A|false
Ticket                           |unknown|unknown|N/A|false
Ticket_Item                      |unknown|unknown|N/A|false
tigermouse                       |unknown|unknown|N/A|false
TiltControlsLCGoldScrapMod       |unknown|unknown|N/A|false
ToasterItem                      |unknown|unknown|N/A|false
ToiletPaperRolls                 |unknown|unknown|N/A|false
Toolbox                          |unknown|unknown|N/A|false
Toolbox_Item                     |unknown|unknown|N/A|false
ToolboxItem                      |unknown|unknown|N/A|false
Toothpaste                       |unknown|unknown|N/A|false
TophatItem                       |unknown|unknown|N/A|false
ToyCube                          |unknown|unknown|N/A|false
ToyTrain                         |unknown|unknown|N/A|false
traffic_light                    |unknown|unknown|N/A|false
traffic_light_item               |unknown|unknown|N/A|false
TrafficconeItem                  |unknown|unknown|N/A|false
TragedyMask                      |unknown|unknown|N/A|false
transistor                       |unknown|unknown|N/A|false
transistor_item                  |unknown|unknown|N/A|false
Trombone.prop                    |unknown|unknown|N/A|false
TulipSnakeBody                   |false|none|N/A|true
TZPInhalant                      |unknown|unknown|N/A|false
UnstableFuelCylinder             |unknown|unknown|N/A|false
UnstableFuelCylinder_Item        |unknown|unknown|N/A|false
VentItem                         |unknown|unknown|N/A|false
vice                             |unknown|unknown|N/A|false
vice_item                        |unknown|unknown|N/A|false
WalkieTalkie                     |unknown|unknown|N/A|false
WalkingCane                      |unknown|unknown|N/A|false
WalkingCane_Item                 |unknown|unknown|N/A|false
WarehouseLungApparatus           |unknown|unknown|N/A|false
WateringCanItem                  |unknown|unknown|N/A|false
weapon_wrench                    |unknown|unknown|N/A|false
weapon_wrench_item               |unknown|unknown|N/A|false
WeedKillerBottle                 |unknown|unknown|N/A|false
WheelItem                        |unknown|unknown|N/A|false
WhoopieCushion                   |unknown|unknown|N/A|false
WinebottleItem                   |unknown|unknown|N/A|false
wire_spool                       |unknown|unknown|N/A|false
wire_spool_item                  |unknown|unknown|N/A|false
wolf                             |unknown|unknown|N/A|false
WrenchItem                       |unknown|unknown|N/A|false
YieldSign                        |false|good|Is a Weapon|false
ZapGun                           |unknown|unknown|N/A|false
Zeddog                           |unknown|unknown|N/A|false
